frequency of X,Amplitude of X,frequency of Y,Amplitude of Y,frequency of Z,Amplitude of Z
40.08016032,0.665580731,40.08016032,4.772267049,40.08016032,2.2092366
41.08216433,4.976345028,41.08216433,4.890218753,41.08216433,2.278653935
42.08416834,4.433745732,42.08416834,6.238171105,42.08416834,0.576021334
43.08617234,14.95819563,43.08617234,12.65096781,43.08617234,1.732978088
44.08817635,8.428846073,44.08817635,2.215694005,44.08817635,2.550352255
45.09018036,17.67886182,45.09018036,16.54093079,45.09018036,0.714984992
46.09218437,9.066380141,46.09218437,12.82672187,46.09218437,2.291838639
47.09418838,3.711183536,47.09418838,7.633770158,47.09418838,1.828946225
48.09619238,7.653657477,48.09619238,8.170250618,48.09619238,2.881570929
49.09819639,1.574988746,49.09819639,0.982999734,49.09819639,2.17701782
50.1002004,10.24317202,50.1002004,3.306086144,50.1002004,3.953399289
51.10220441,7.249532868,51.10220441,5.650861064,51.10220441,4.939595405
52.10420842,8.3146872,52.10420842,9.588165108,52.10420842,1.779765335
53.10621242,8.057566035,53.10621242,3.344884427,53.10621242,3.60735123
54.10821643,11.63468157,54.10821643,8.139863664,54.10821643,5.030384217
55.11022044,5.625263852,55.11022044,8.266562574,55.11022044,3.440549793
56.11222445,6.337080099,56.11222445,12.7970126,56.11222445,2.683820631
57.11422846,15.50839983,57.11422846,8.903166705,57.11422846,3.863925369
58.11623246,11.63027138,58.11623246,7.567844011,58.11623246,2.319879508
59.11823647,12.26565752,59.11823647,3.981963374,59.11823647,6.16457337
60.12024048,9.355713419,60.12024048,7.39645575,60.12024048,9.385033565
61.12224449,26.67787968,61.12224449,14.13505598,61.12224449,13.7056991
62.1242485,39.15700392,62.1242485,17.35821801,62.1242485,22.11227355
63.12625251,20.8265701,63.12625251,4.653632031,63.12625251,13.80980387
64.12825651,16.24079524,64.12825651,12.53153848,64.12825651,12.57741744
65.13026052,43.9262463,65.13026052,31.12353224,65.13026052,25.6167207
66.13226453,39.63243202,66.13226453,22.1065366,66.13226453,24.57738891
67.13426854,67.44336715,67.13426854,43.73685732,67.13426854,43.196805
68.13627255,120.2221535,68.13627255,80.50193566,68.13627255,78.1649313
69.13827655,31.68742123,69.13827655,24.93622304,69.13827655,23.95808709
70.14028056,42.99781526,70.14028056,23.92955817,70.14028056,26.12631417
71.14228457,39.78788701,71.14228457,24.41790485,71.14228457,26.76642453
72.14428858,32.87100639,72.14428858,22.94648028,72.14428858,21.67687751
73.14629259,5.243218567,73.14629259,3.15447238,73.14629259,3.682619445
74.14829659,6.927900614,74.14829659,4.025109238,74.14829659,3.259696033
75.1503006,9.394247897,75.1503006,3.177820534,75.1503006,7.950465372
76.15230461,15.19739031,76.15230461,6.664184978,76.15230461,6.927789933
77.15430862,5.89200778,77.15430862,12.697,77.15430862,8.139202786
78.15631263,12.78899767,78.15631263,11.13039636,78.15631263,8.909848562
79.15831663,5.690747258,79.15831663,8.497933888,79.15831663,3.482838431
80.16032064,2.974314658,80.16032064,11.21589283,80.16032064,1.234468808
81.16232465,6.028342031,81.16232465,6.563789405,81.16232465,3.713951712
82.16432866,2.466514898,82.16432866,8.029514127,82.16432866,0.901194128
83.16633267,1.789416022,83.16633267,2.541887072,83.16633267,1.430562998
84.16833667,12.6333427,84.16833667,9.808050042,84.16833667,4.97375424
85.17034068,2.562754315,85.17034068,2.757073255,85.17034068,3.339995915
86.17234469,3.673070556,86.17234469,1.39478755,86.17234469,0.116931444
87.1743487,10.47482098,87.1743487,4.055023569,87.1743487,3.950838789
88.17635271,9.754121763,88.17635271,4.058883674,88.17635271,3.867379662
89.17835671,3.121654618,89.17835671,4.768328809,89.17835671,1.910220021
90.18036072,2.949616614,90.18036072,7.405418775,90.18036072,0.470506006
91.18236473,6.693262033,91.18236473,6.035004777,91.18236473,3.394155856
92.18436874,1.298422273,92.18436874,4.276380124,92.18436874,1.71745392
93.18637275,0.536149023,93.18637275,8.741993476,93.18637275,2.78097264
94.18837675,6.515206871,94.18837675,1.997540854,94.18837675,1.691983876
95.19038076,2.857427103,95.19038076,4.176001755,95.19038076,3.423368414
96.19238477,2.210565054,96.19238477,9.071302788,96.19238477,3.682231633
97.19438878,4.265684648,97.19438878,6.757858134,97.19438878,2.47945943
98.19639279,3.683981722,98.19639279,0.341641688,98.19639279,1.028777736
99.19839679,4.042935235,99.19839679,5.534004719,99.19839679,0.222684179
100.2004008,7.024213928,100.2004008,6.335465186,100.2004008,1.501166627
101.2024048,4.086162442,101.2024048,7.810081859,101.2024048,0.599784096
102.2044088,6.649622862,102.2044088,7.981669469,102.2044088,1.081462522
103.2064128,5.889281009,103.2064128,7.411555177,103.2064128,4.279556298
104.2084168,0.535053522,104.2084168,4.021570681,104.2084168,1.772473788
105.2104208,4.627343184,105.2104208,7.736046199,105.2104208,0.498720199
106.2124248,3.783601261,106.2124248,5.212156824,106.2124248,1.536240698
107.2144289,0.248543071,107.2144289,3.271564568,107.2144289,3.797060184
108.2164329,3.163088163,108.2164329,7.835824702,108.2164329,1.149011249
109.2184369,5.900000091,109.2184369,2.392128247,109.2184369,1.803963526
110.2204409,1.89541314,110.2204409,2.310564459,110.2204409,1.715218514
111.2224449,3.031255691,111.2224449,4.47328624,111.2224449,2.131580587
112.2244489,3.234359884,112.2244489,3.292759305,112.2244489,1.345559006
113.2264529,2.783514249,113.2264529,6.485711899,113.2264529,2.69024544
114.2284569,2.752074993,114.2284569,1.374065902,114.2284569,1.392667267
115.2304609,3.194271744,115.2304609,0.712309422,115.2304609,2.029188318
116.2324649,2.711857709,116.2324649,3.736077723,116.2324649,0.415160531
117.2344689,5.846272894,117.2344689,3.013499644,117.2344689,0.124608579
118.2364729,3.776682418,118.2364729,7.86641659,118.2364729,0.513665688
119.238477,2.297162824,119.238477,2.01823066,119.238477,2.781190435
120.240481,5.631791879,120.240481,5.53919073,120.240481,0.214846661
121.242485,6.944461629,121.242485,5.924346453,121.242485,2.081015781
122.244489,0.756616188,122.244489,2.546331096,122.244489,2.685710387
123.246493,4.680633567,123.246493,2.499731296,123.246493,0.705055077
124.248497,5.600856807,124.248497,6.048404429,124.248497,2.621768238
125.250501,0.457076856,125.250501,3.216260045,125.250501,3.074431905
126.252505,3.047594507,126.252505,4.01705388,126.252505,3.954856175
127.254509,3.633664947,127.254509,3.15600948,127.254509,4.755246146
128.256513,4.659052747,128.256513,3.452098639,128.256513,8.577342958
129.258517,6.664899068,129.258517,4.621027903,129.258517,5.417276827
130.260521,5.017154799,130.260521,4.118087077,130.260521,6.861864898
131.2625251,3.30148809,131.2625251,2.468185047,131.2625251,4.785297666
132.2645291,2.089692683,132.2645291,1.377965625,132.2645291,2.481904738
133.2665331,5.933408019,133.2665331,5.096313919,133.2665331,8.304491229
134.2685371,6.361503385,134.2685371,4.308245345,134.2685371,11.08596545
135.2705411,6.11807466,135.2705411,5.380746342,135.2705411,19.19861933
136.2725451,4.596855983,136.2725451,1.864187174,136.2725451,11.94325139
137.2745491,6.737110128,137.2745491,0.914914748,137.2745491,9.744279311
138.2765531,7.018928389,138.2765531,2.143497907,138.2765531,6.111035124
139.2785571,2.596372368,139.2785571,1.15510911,139.2785571,6.550179615
140.2805611,2.585737967,140.2805611,6.029709545,140.2805611,12.61038726
141.2825651,5.070385021,141.2825651,2.620065983,141.2825651,5.844805292
142.2845691,3.666158014,142.2845691,1.875591248,142.2845691,5.887394078
143.2865731,1.925062503,143.2865731,0.930657291,143.2865731,3.441945818
144.2885772,2.60964409,144.2885772,0.560656628,144.2885772,0.189247108
145.2905812,3.583171972,145.2905812,1.673635904,145.2905812,2.374905896
146.2925852,1.566997323,146.2925852,2.000465536,146.2925852,1.403323278
147.2945892,3.101308896,147.2945892,3.204066186,147.2945892,2.52295009
148.2965932,4.120396049,148.2965932,1.558369422,148.2965932,1.528092281
149.2985972,2.922101471,149.2985972,2.054813655,149.2985972,0.617171384
150.3006012,1.756257707,150.3006012,2.030167422,150.3006012,0.443486496
151.3026052,3.582410974,151.3026052,3.54844017,151.3026052,1.41242444
152.3046092,1.038404586,152.3046092,2.292043931,152.3046092,1.740340062
153.3066132,7.613213036,153.3066132,2.948454891,153.3066132,1.371395238
154.3086172,4.116303844,154.3086172,3.636891318,154.3086172,2.823405736
155.3106212,3.723129307,155.3106212,1.742709852,155.3106212,1.338712385
156.3126253,1.625941029,156.3126253,3.075347481,156.3126253,2.339164627
157.3146293,3.144634324,157.3146293,2.005465025,157.3146293,1.666524717
158.3166333,1.967159604,158.3166333,2.731717476,158.3166333,2.415029617
159.3186373,2.231335203,159.3186373,3.028062773,159.3186373,0.714606976
160.3206413,1.376020672,160.3206413,2.729147884,160.3206413,1.464017336
161.3226453,4.08857416,161.3226453,1.893399315,161.3226453,3.38824001
162.3246493,5.022816506,162.3246493,3.136271198,162.3246493,2.375115025
163.3266533,5.164335655,163.3266533,1.587554286,163.3266533,1.365547742
164.3286573,3.100347576,164.3286573,1.843909655,164.3286573,2.040091653
165.3306613,2.575609867,165.3306613,2.149495584,165.3306613,0.64051701
166.3326653,4.223146859,166.3326653,3.068194883,166.3326653,1.575970328
167.3346693,3.234522631,167.3346693,1.889833965,167.3346693,1.733227805
168.3366733,0.531705564,168.3366733,5.496755496,168.3366733,1.96285219
169.3386774,3.407116013,169.3386774,1.683857154,169.3386774,1.312392816
170.3406814,3.281840186,170.3406814,3.075287013,170.3406814,1.583029256
171.3426854,4.323389508,171.3426854,1.350672849,171.3426854,2.912299535
172.3446894,2.412989253,172.3446894,0.181838425,172.3446894,2.534985572
173.3466934,1.14224041,173.3466934,2.915992907,173.3466934,1.774141101
174.3486974,4.675356807,174.3486974,5.03237174,174.3486974,2.180840985
175.3507014,1.652792659,175.3507014,0.365694114,175.3507014,0.246094272
176.3527054,2.182439192,176.3527054,0.341682791,176.3527054,0.377968401
177.3547094,1.740992224,177.3547094,0.820635734,177.3547094,1.192319439
178.3567134,1.206435642,178.3567134,1.244676064,178.3567134,1.616249436
179.3587174,2.431100939,179.3587174,2.017946301,179.3587174,0.977489693
180.3607214,1.805224801,180.3607214,1.142777523,180.3607214,1.563150675
181.3627255,4.102885316,181.3627255,2.252414043,181.3627255,1.453249223
182.3647295,3.644800111,182.3647295,0.100810458,182.3647295,1.364070571
183.3667335,2.942995239,183.3667335,1.078588807,183.3667335,1.143641654
184.3687375,1.599370423,184.3687375,1.308185456,184.3687375,1.373332286
185.3707415,2.725597411,185.3707415,3.957486042,185.3707415,0.857777963
186.3727455,0.718160125,186.3727455,3.584058594,186.3727455,1.089807789
187.3747495,1.872312556,187.3747495,1.627597267,187.3747495,0.551201211
188.3767535,2.124236829,188.3767535,2.295566198,188.3767535,1.442927166
189.3787575,4.15480811,189.3787575,0.996137032,189.3787575,1.433089857
190.3807615,2.040551704,190.3807615,1.562009268,190.3807615,0.830412732
191.3827655,2.072297165,191.3827655,2.073428325,191.3827655,1.633073329
192.3847695,1.640905435,192.3847695,2.021569003,192.3847695,0.727282385
193.3867735,3.643702571,193.3867735,2.729590989,193.3867735,2.546988451
194.3887776,2.446630747,194.3887776,2.590968281,194.3887776,1.503590236
195.3907816,0.9567701,195.3907816,1.60987792,195.3907816,1.234490288
196.3927856,2.822164903,196.3927856,2.400820603,196.3927856,2.167888651
197.3947896,1.294880884,197.3947896,2.065535986,197.3947896,0.985850213
198.3967936,3.158942356,198.3967936,2.211988834,198.3967936,1.11641932
199.3987976,1.469626737,199.3987976,1.137869096,199.3987976,1.901196585
200.4008016,3.388944019,200.4008016,0.511616933,200.4008016,1.713022854
201.4028056,3.375584426,201.4028056,0.807242444,201.4028056,3.243942498
202.4048096,4.968588921,202.4048096,2.074898399,202.4048096,3.884598803
203.4068136,3.851190854,203.4068136,1.049218508,203.4068136,1.494847226
204.4088176,5.283604146,204.4088176,0.775386311,204.4088176,1.236385024
205.4108216,2.16320572,205.4108216,3.177901677,205.4108216,0.47237561
206.4128257,2.682640645,206.4128257,2.267924153,206.4128257,1.382366222
207.4148297,2.029986413,207.4148297,3.579522553,207.4148297,0.821165289
208.4168337,2.220701969,208.4168337,2.651660354,208.4168337,0.836978472
209.4188377,1.050171832,209.4188377,2.250464626,209.4188377,0.627716309
210.4208417,2.561360725,210.4208417,2.471099175,210.4208417,1.709418829
211.4228457,2.524924308,211.4228457,2.83301187,211.4228457,1.842248042
212.4248497,1.045134983,212.4248497,1.42351229,212.4248497,1.640883952
213.4268537,1.711463883,213.4268537,2.787035776,213.4268537,1.487306767
214.4288577,3.818997994,214.4288577,1.226909207,214.4288577,2.339500782
215.4308617,4.000322619,215.4308617,2.337785039,215.4308617,0.692607544
216.4328657,1.40364603,216.4328657,2.512642508,216.4328657,1.63149974
217.4348697,4.965213879,217.4348697,1.98580293,217.4348697,1.175212378
218.4368737,2.008267944,218.4368737,1.811752854,218.4368737,1.081868112
219.4388778,3.737150904,219.4388778,1.192911334,219.4388778,1.144969968
220.4408818,2.284105487,220.4408818,2.668188851,220.4408818,1.185923067
221.4428858,1.381156136,221.4428858,0.880885224,221.4428858,1.997803206
222.4448898,3.610788593,222.4448898,0.556956155,222.4448898,0.37310964
223.4468938,2.954056419,223.4468938,0.524455603,223.4468938,0.582819338
224.4488978,4.380534742,224.4488978,1.982896563,224.4488978,0.13924694
225.4509018,1.862304606,225.4509018,0.943271177,225.4509018,1.83588714
226.4529058,1.725168311,226.4529058,2.095611151,226.4529058,0.681111335
227.4549098,0.837313057,227.4549098,1.191401262,227.4549098,1.276579332
228.4569138,2.686008305,228.4569138,3.178597552,228.4569138,0.938036337
229.4589178,2.595950837,229.4589178,4.324394472,229.4589178,1.193449684
230.4609218,2.957296331,230.4609218,0.805596691,230.4609218,0.667485329
231.4629259,0.773498747,231.4629259,1.442699971,231.4629259,1.47136416
232.4649299,1.46653426,232.4649299,1.528713529,232.4649299,0.516141569
233.4669339,3.478294483,233.4669339,1.774276071,233.4669339,0.727564153
234.4689379,2.039514145,234.4689379,1.897904265,234.4689379,0.373081791
235.4709419,1.481277743,235.4709419,1.17034137,235.4709419,1.399553557
236.4729459,2.346015217,236.4729459,4.426962972,236.4729459,1.688121524
237.4749499,4.629352421,237.4749499,0.444898479,237.4749499,2.59133045
238.4769539,2.603603681,238.4769539,1.653503542,238.4769539,1.355299296
239.4789579,4.203397264,239.4789579,2.381671115,239.4789579,1.332221595
240.4809619,1.309372523,240.4809619,0.408371132,240.4809619,0.642284215
241.4829659,3.028367076,241.4829659,1.730048037,241.4829659,1.08559194
242.4849699,1.373924288,242.4849699,2.421695047,242.4849699,1.140050937
243.4869739,3.121168553,243.4869739,0.773236705,243.4869739,1.599490822
244.488978,1.872942334,244.488978,1.833445032,244.488978,1.756374462
245.490982,2.521240041,245.490982,0.737923544,245.490982,1.749256724
246.492986,0.314975015,246.492986,2.28216829,246.492986,1.302352609
247.49499,1.817029628,247.49499,0.945497252,247.49499,1.42541864
248.496994,1.425849605,248.496994,2.556997862,248.496994,1.487169847
249.498998,4.085875912,249.498998,0.668625346,249.498998,0.442098138
250.501002,2.551869903,250.501002,2.760925207,250.501002,0.608032894
251.503006,2.12047341,251.503006,1.599619111,251.503006,0.736099508
252.50501,0.538147934,252.50501,1.037538686,252.50501,0.595293612
253.507014,1.662787592,253.507014,0.87668357,253.507014,1.521964241
254.509018,1.692743487,254.509018,1.620151859,254.509018,1.346485072
255.511022,3.367332863,255.511022,2.295946124,255.511022,0.721219964
256.5130261,2.007563283,256.5130261,2.03852369,256.5130261,0.331579536
257.5150301,2.136822871,257.5150301,1.676915576,257.5150301,0.573206957
258.5170341,1.111820871,258.5170341,2.013046719,258.5170341,1.321238645
259.5190381,4.120577981,259.5190381,0.234615684,259.5190381,1.15213709
260.5210421,1.332343642,260.5210421,1.106248482,260.5210421,0.96043511
261.5230461,2.541548806,261.5230461,0.836205756,261.5230461,1.260744431
262.5250501,1.545359714,262.5250501,1.653974461,262.5250501,1.302944421
263.5270541,2.034134973,263.5270541,2.385196654,263.5270541,1.316054644
264.5290581,1.214632205,264.5290581,3.398709484,264.5290581,0.515073006
265.5310621,1.828035919,265.5310621,0.689539513,265.5310621,0.955909013
266.5330661,1.481750357,266.5330661,3.358097793,266.5330661,1.067513466
267.5350701,1.667761282,267.5350701,1.088375151,267.5350701,0.965260386
268.5370741,2.807955149,268.5370741,2.661942983,268.5370741,1.260514489
269.5390782,1.041391718,269.5390782,0.774490737,269.5390782,2.296377555
270.5410822,1.461150569,270.5410822,2.62442278,270.5410822,1.519426304
271.5430862,0.567613537,271.5430862,1.014618356,271.5430862,3.341672492
272.5450902,1.858098812,272.5450902,0.678953421,272.5450902,1.441031854
273.5470942,1.229455588,273.5470942,1.36258905,273.5470942,1.171302277
274.5490982,2.488750936,274.5490982,2.195565472,274.5490982,0.514066684
275.5511022,1.741085751,275.5511022,2.150042342,275.5511022,1.55650206
276.5531062,2.560078303,276.5531062,1.919334074,276.5531062,1.52970566
277.5551102,3.22562726,277.5551102,3.288100857,277.5551102,1.649966613
278.5571142,1.64708988,278.5571142,1.401936794,278.5571142,1.786249933
279.5591182,1.605181703,279.5591182,2.137966626,279.5591182,1.220265352
280.5611222,3.586692723,280.5611222,2.356466254,280.5611222,2.354676939
281.5631263,0.321299516,281.5631263,0.523666477,281.5631263,0.683075146
282.5651303,3.69834029,282.5651303,0.804905806,282.5651303,2.044666051
283.5671343,1.164885541,283.5671343,1.604312832,283.5671343,0.682935094
284.5691383,4.548960968,284.5691383,0.539666494,284.5691383,0.400948989
285.5711423,3.020753134,285.5711423,2.497700677,285.5711423,1.342663753
286.5731463,1.97809302,286.5731463,0.175582994,286.5731463,2.182664275
287.5751503,1.305596271,287.5751503,5.138362246,287.5751503,1.934028854
288.5771543,2.013337894,288.5771543,4.793810818,288.5771543,2.613326445
289.5791583,2.124465754,289.5791583,1.070971711,289.5791583,1.630870847
290.5811623,2.823091917,290.5811623,4.457359566,290.5811623,1.495920037
291.5831663,2.874572051,291.5831663,1.227861301,291.5831663,1.587825145
292.5851703,1.671521757,292.5851703,0.722707891,292.5851703,0.848866468
293.5871743,5.280515916,293.5871743,4.798712696,293.5871743,2.536498031
294.5891784,2.62642371,294.5891784,2.466942126,294.5891784,3.215608193
295.5911824,2.39748933,295.5911824,0.273770567,295.5911824,0.607503839
296.5931864,1.913335823,296.5931864,1.331130004,296.5931864,2.256907324
297.5951904,4.780290769,297.5951904,2.329424174,297.5951904,2.438532208
298.5971944,6.579259907,298.5971944,2.576048296,298.5971944,3.133450718
299.5991984,1.517927601,299.5991984,1.830274302,299.5991984,0.712465601
300.6012024,1.954131696,300.6012024,0.687555726,300.6012024,2.240591609
301.6032064,1.979624056,301.6032064,2.871655502,301.6032064,2.365287159
302.6052104,3.042072819,302.6052104,2.396244026,302.6052104,1.360983622
303.6072144,3.482378834,303.6072144,0.590915394,303.6072144,1.206992389
304.6092184,0.76149464,304.6092184,1.645729326,304.6092184,1.421114141
305.6112224,1.992398796,305.6112224,2.016842138,305.6112224,1.117269246
306.6132265,4.443814067,306.6132265,0.103023337,306.6132265,3.385058965
307.6152305,1.852214094,307.6152305,1.277635423,307.6152305,0.824737707
308.6172345,1.152840701,308.6172345,2.087887078,308.6172345,0.673075556
309.6192385,1.733803198,309.6192385,3.634061394,309.6192385,2.151461707
310.6212425,1.02356439,310.6212425,0.902191673,310.6212425,0.263388253
311.6232465,2.444880296,311.6232465,1.055759523,311.6232465,0.594563573
312.6252505,0.8399257,312.6252505,1.495533108,312.6252505,0.605508111
313.6272545,4.944488189,313.6272545,4.088403776,313.6272545,1.677881533
314.6292585,2.144888578,314.6292585,1.844407664,314.6292585,1.761946042
315.6312625,1.613225298,315.6312625,0.413317844,315.6312625,1.448976417
316.6332665,2.869379196,316.6332665,2.520440291,316.6332665,1.65714897
317.6352705,2.846452067,317.6352705,4.037518502,317.6352705,2.071545644
318.6372745,1.663466854,318.6372745,0.844430148,318.6372745,0.987375256
319.6392786,4.398117859,319.6392786,1.421308453,319.6392786,1.694204771
320.6412826,0.466619536,320.6412826,0.637234243,320.6412826,0.492569123
321.6432866,2.639982697,321.6432866,0.899340131,321.6432866,1.100414503
322.6452906,2.212753503,322.6452906,5.740402138,322.6452906,0.445253593
323.6472946,0.696565113,323.6472946,0.577314741,323.6472946,0.573405322
324.6492986,2.571456453,324.6492986,2.009919594,324.6492986,0.639631794
325.6513026,1.370122281,325.6513026,3.135825164,325.6513026,1.65057576
326.6533066,2.079241816,326.6533066,0.600473114,326.6533066,0.251411688
327.6553106,3.683073218,327.6553106,0.955784919,327.6553106,1.761653608
328.6573146,2.420514622,328.6573146,0.252219229,328.6573146,1.793399936
329.6593186,0.171602632,329.6593186,1.005617589,329.6593186,1.184326124
330.6613226,0.791931083,330.6613226,1.555235058,330.6613226,0.863169959
331.6633267,1.07555837,331.6633267,1.83806093,331.6633267,0.910545945
332.6653307,1.085487321,332.6653307,0.908741128,332.6653307,0.290349493
333.6673347,2.3821395,333.6673347,1.209264416,333.6673347,0.451308024
334.6693387,0.988841608,334.6693387,0.559851536,334.6693387,1.714742536
335.6713427,1.216485408,335.6713427,0.890189048,335.6713427,1.291009555
336.6733467,1.735965041,336.6733467,2.128269708,336.6733467,1.135428885
337.6753507,0.951201569,337.6753507,0.764785238,337.6753507,0.897583074
338.6773547,0.233483101,338.6773547,0.605788532,338.6773547,1.311677377
339.6793587,1.951365161,339.6793587,1.90983157,339.6793587,1.138208963
340.6813627,1.309068479,340.6813627,0.991327204,340.6813627,1.143400222
341.6833667,1.797987781,341.6833667,1.098190022,341.6833667,0.736721402
342.6853707,1.756331187,342.6853707,0.688067158,342.6853707,1.957255903
343.6873747,1.410946632,343.6873747,1.33022314,343.6873747,1.505578417
344.6893788,0.378013019,344.6893788,2.035542494,344.6893788,0.644115326
345.6913828,0.923176106,345.6913828,1.3616925,345.6913828,1.290429406
346.6933868,1.054139932,346.6933868,1.772784953,346.6933868,1.658329244
347.6953908,3.190237175,347.6953908,1.31836755,347.6953908,1.147004539
348.6973948,1.084666658,348.6973948,1.155897921,348.6973948,1.379708969
349.6993988,0.565578459,349.6993988,1.623982926,349.6993988,0.558597794
350.7014028,1.751692618,350.7014028,1.602439834,350.7014028,1.335146011
351.7034068,0.22638691,351.7034068,0.411435748,351.7034068,1.296536011
352.7054108,0.587612208,352.7054108,2.077547652,352.7054108,1.030907363
353.7074148,2.740332813,353.7074148,2.112812351,353.7074148,0.569462879
354.7094188,1.604518441,354.7094188,0.557378133,354.7094188,1.40391862
355.7114228,2.513187924,355.7114228,3.33431224,355.7114228,1.157102633
356.7134269,0.640677357,356.7134269,1.423583085,356.7134269,0.753924032
357.7154309,0.572843055,357.7154309,2.353468472,357.7154309,1.631233369
358.7174349,0.704075277,358.7174349,0.899942475,358.7174349,0.823963159
359.7194389,3.008505886,359.7194389,0.787451994,359.7194389,0.29595223
360.7214429,2.087314345,360.7214429,1.120842455,360.7214429,0.833992511
361.7234469,5.177426349,361.7234469,1.118542808,361.7234469,2.143848589
362.7254509,3.856934929,362.7254509,3.213670658,362.7254509,1.395201264
363.7274549,1.922489615,363.7274549,1.046259298,363.7274549,2.00031479
364.7294589,2.630427106,364.7294589,1.848904964,364.7294589,3.988249976
365.7314629,2.656639182,365.7314629,0.291646306,365.7314629,0.788033615
366.7334669,1.037398936,366.7334669,1.74654393,366.7334669,2.163870681
367.7354709,3.194563824,367.7354709,1.005298863,367.7354709,2.637353611
368.7374749,4.369589936,368.7374749,1.443116338,368.7374749,0.630205289
369.739479,1.934158209,369.739479,2.982147051,369.739479,0.569107921
370.741483,1.176489963,370.741483,1.848388836,370.741483,1.376186901
371.743487,1.733201266,371.743487,3.842075395,371.743487,0.313097727
372.745491,2.156516162,372.745491,3.144885945,372.745491,1.58470623
373.747495,1.85990937,373.747495,1.875704898,373.747495,1.986610367
374.749499,1.331165277,374.749499,1.379124401,374.749499,1.201775562
375.751503,1.326212935,375.751503,1.288986937,375.751503,0.322856718
376.753507,2.222029622,376.753507,2.362735928,376.753507,0.836394753
377.755511,2.374786828,377.755511,2.038993409,377.755511,1.617760795
378.757515,1.045833374,378.757515,2.011168014,378.757515,1.775408362
379.759519,1.506299606,379.759519,1.687605324,379.759519,0.697677308
380.761523,0.475904997,380.761523,1.226943114,380.761523,1.634911731
381.7635271,1.180784159,381.7635271,1.201454343,381.7635271,0.939353805
382.7655311,1.865230395,382.7655311,0.680998599,382.7655311,1.212914381
383.7675351,1.833851204,383.7675351,3.088357818,383.7675351,1.273442163
384.7695391,0.930903811,384.7695391,0.85882314,384.7695391,1.321132053
385.7715431,2.27847993,385.7715431,1.619571499,385.7715431,0.466355587
386.7735471,1.332838027,386.7735471,3.125569803,386.7735471,0.82033006
387.7755511,0.905287461,387.7755511,1.512981654,387.7755511,0.604687488
388.7775551,1.093083733,388.7775551,0.466926989,388.7775551,0.321420508
389.7795591,0.738767285,389.7795591,2.534200664,389.7795591,1.010285034
